query_id,source_query_id,source_image_id,product_id,product_name,category,variation_type,messy_image_path,relevant_catalog_ids,split
messy_test_q148_contrast_change,test_q148,13466,13466,United Colors of Benetton Men Stripes Blue Tshirts,Apparel,contrast_change,evaluation/queries/messy/messy_test_q148_contrast_change.jpg,"13433,13435",messy_test
messy_test_q149_small_rotation,test_q149,13291,13291,Gini and Jony Kids Boys Printed Green Tshirts,Apparel,small_rotation,evaluation/queries/messy/messy_test_q149_small_rotation.jpg,13292,messy_test
messy_test_q150_mild_perspective,test_q150,43972,43972,DKNY Men Perfume,Personal Care,mild_perspective,evaluation/queries/messy/messy_test_q150_mild_perspective.jpg,43971,messy_test
messy_test_q151_blur,test_q151,50962,50962,Lee Womens Blue Maxi Fit Jeans,Apparel,blur,evaluation/queries/messy/messy_test_q151_blur.jpg,"50943,50945,50953",messy_test
messy_test_q152_background_padding,test_q152,20818,20818,Red Tape Men Brown Leather Casual Shoes,Footwear,background_padding,evaluation/queries/messy/messy_test_q152_background_padding.jpg,"20711,20716",messy_test
messy_test_q153_crop,test_q153,30083,30083,Ed Hardy Women Silver Dial Watch,Accessories,crop,evaluation/queries/messy/messy_test_q153_crop.jpg,30086,messy_test
messy_test_q154_darker_lighting,test_q154,22559,22559,Reebok Men Reeplay Deo,Personal Care,darker_lighting,evaluation/queries/messy/messy_test_q154_darker_lighting.jpg,26744,messy_test
messy_test_q155_brighter_lighting,test_q155,46529,46529,Timex Men Silver Toned Dial Watch,Accessories,brighter_lighting,evaluation/queries/messy/messy_test_q155_brighter_lighting.jpg,46451,messy_test
messy_test_q156_contrast_change,test_q156,51288,51288,Hop Scotch Girls Pink Sunglasses,Accessories,contrast_change,evaluation/queries/messy/messy_test_q156_contrast_change.jpg,51278,messy_test
messy_test_q157_small_rotation,test_q157,27839,27839,Bulchee Men Navy Blue Leather Belt,Accessories,small_rotation,evaluation/queries/messy/messy_test_q157_small_rotation.jpg,27834,messy_test
messy_test_q158_mild_perspective,test_q158,13890,13890,Scullers Women Solid Purple Tops,Apparel,mild_perspective,evaluation/queries/messy/messy_test_q158_mild_perspective.jpg,11130,messy_test
messy_test_q159_blur,test_q159,11161,11161,John Miller Men Solid Black Shirts,Apparel,blur,evaluation/queries/messy/messy_test_q159_blur.jpg,11162,messy_test
messy_test_q160_background_padding,test_q160,40198,40198,Mumbai Slang Women White Printed Top,Apparel,background_padding,evaluation/queries/messy/messy_test_q160_background_padding.jpg,40195,messy_test
messy_test_q161_crop,test_q161,30756,30756,Fabindia Men Green Kurta,Apparel,crop,evaluation/queries/messy/messy_test_q161_crop.jpg,56699,messy_test
messy_test_q162_darker_lighting,test_q162,52828,52828,Adrika Black Earrings,Accessories,darker_lighting,evaluation/queries/messy/messy_test_q162_darker_lighting.jpg,"52837,52851",messy_test
messy_test_q163_brighter_lighting,test_q163,41993,41993,Gini and Jony Boys Customised Black Shorts,Apparel,brighter_lighting,evaluation/queries/messy/messy_test_q163_brighter_lighting.jpg,"40125,41992",messy_test
messy_test_q164_contrast_change,test_q164,52121,52121,Doodle Boys Navy Blue Printed T-Shirt,Apparel,contrast_change,evaluation/queries/messy/messy_test_q164_contrast_change.jpg,50718,messy_test
messy_test_q165_small_rotation,test_q165,32970,32970,Angry Birds Men Printed Black T-shirt,Apparel,small_rotation,evaluation/queries/messy/messy_test_q165_small_rotation.jpg,"32954,32962",messy_test
messy_test_q166_mild_perspective,test_q166,13447,13447,United Colors of Benetton Men Stripes Pink Tshirts,Apparel,mild_perspective,evaluation/queries/messy/messy_test_q166_mild_perspective.jpg,13425,messy_test
messy_test_q167_blur,test_q167,11927,11927,Skechers Women Tone White Sports Shoes,Footwear,blur,evaluation/queries/messy/messy_test_q167_blur.jpg,11928,messy_test
messy_test_q168_background_padding,test_q168,22104,22104,Flying Machine Men Blue Casual Shoes,Footwear,background_padding,evaluation/queries/messy/messy_test_q168_background_padding.jpg,14480,messy_test
messy_test_q169_crop,test_q169,44123,44123,Hugo Women Pure Purple Perfume,Personal Care,crop,evaluation/queries/messy/messy_test_q169_crop.jpg,44122,messy_test
messy_test_q170_darker_lighting,test_q170,28097,28097,Jockey MC Men Navy Blue Y Front Briefs 8003,Apparel,darker_lighting,evaluation/queries/messy/messy_test_q170_darker_lighting.jpg,28096,messy_test
messy_test_q171_brighter_lighting,test_q171,57907,57907,Fruit of the Loom Women Black Pack of Three Socks,Accessories,brighter_lighting,evaluation/queries/messy/messy_test_q171_brighter_lighting.jpg,57909,messy_test
messy_test_q172_contrast_change,test_q172,58517,58517,Tonga Women Pink Top,Apparel,contrast_change,evaluation/queries/messy/messy_test_q172_contrast_change.jpg,58497,messy_test
messy_test_q173_small_rotation,test_q173,40147,40147,Gini and Jony Girls Blue Pedal Pusher,Apparel,small_rotation,evaluation/queries/messy/messy_test_q173_small_rotation.jpg,41995,messy_test
messy_test_q174_mild_perspective,test_q174,27189,27189,Mark Taylor Men Printed Olive T-shirt,Apparel,mild_perspective,evaluation/queries/messy/messy_test_q174_mild_perspective.jpg,31585,messy_test
messy_test_q175_blur,test_q175,42083,42083,American Tourister Unisex Brown Passport Holder,Accessories,blur,evaluation/queries/messy/messy_test_q175_blur.jpg,42084,messy_test
messy_test_q176_background_padding,test_q176,9494,9494,Puma Unisex Blaze Black Backpacks,Accessories,background_padding,evaluation/queries/messy/messy_test_q176_background_padding.jpg,9495,messy_test
messy_test_q177_crop,test_q177,22161,22161,Lee Cooper Men Brown Casual Shoes,Footwear,crop,evaluation/queries/messy/messy_test_q177_crop.jpg,"12857,13127,22158",messy_test
messy_test_q178_darker_lighting,test_q178,5287,5287,Lee Cooper Men's Brown Semi Formal Shoe,Footwear,darker_lighting,evaluation/queries/messy/messy_test_q178_darker_lighting.jpg,5292,messy_test
messy_test_q179_brighter_lighting,test_q179,46261,46261,109F Women Multicoloured Printed Tunic,Apparel,brighter_lighting,evaluation/queries/messy/messy_test_q179_brighter_lighting.jpg,"46280,46286",messy_test
messy_test_q180_contrast_change,test_q180,5462,5462,Nike Men's Air Trail Ridge Black Shoe,Footwear,contrast_change,evaluation/queries/messy/messy_test_q180_contrast_change.jpg,6646,messy_test
messy_test_q181_small_rotation,test_q181,53752,53752,ADIDAS Men Blue Shorts,Apparel,small_rotation,evaluation/queries/messy/messy_test_q181_small_rotation.jpg,53755,messy_test
messy_test_q182_mild_perspective,test_q182,37738,37738,John Players Men Stripes Pink Shirt,Apparel,mild_perspective,evaluation/queries/messy/messy_test_q182_mild_perspective.jpg,37810,messy_test
messy_test_q183_blur,test_q183,36763,36763,Maxima Men Green Dial Watch,Free Items,blur,evaluation/queries/messy/messy_test_q183_blur.jpg,36764,messy_test
messy_test_q184_background_padding,test_q184,33955,33955,ADIDAS Men Polo White T-shirt,Apparel,background_padding,evaluation/queries/messy/messy_test_q184_background_padding.jpg,"32455,32462",messy_test
messy_test_q185_crop,test_q185,17798,17798,Chhota Bheem Kids Boy Men Journey to Petra Orange Tshirt,Apparel,crop,evaluation/queries/messy/messy_test_q185_crop.jpg,17799,messy_test
messy_test_q186_darker_lighting,test_q186,35074,35074,Allen Solly Men Leather Brown Belt,Accessories,darker_lighting,evaluation/queries/messy/messy_test_q186_darker_lighting.jpg,"35060,35061,35073,35075",messy_test
messy_test_q187_brighter_lighting,test_q187,40691,40691,Numero Uno Men Black Shoes,Footwear,brighter_lighting,evaluation/queries/messy/messy_test_q187_brighter_lighting.jpg,55612,messy_test
messy_test_q188_contrast_change,test_q188,19859,19859,U.S. Polo Assn. Men Solid Olive Jacket,Apparel,contrast_change,evaluation/queries/messy/messy_test_q188_contrast_change.jpg,19860,messy_test
messy_test_q189_small_rotation,test_q189,11625,11625,W Women Printed Red Kurtas,Apparel,small_rotation,evaluation/queries/messy/messy_test_q189_small_rotation.jpg,"11553,12085",messy_test
messy_test_q190_mild_perspective,test_q190,22041,22041,Vishudh Women Printed Cream Kurta,Apparel,mild_perspective,evaluation/queries/messy/messy_test_q190_mild_perspective.jpg,22036,messy_test
messy_test_q191_blur,test_q191,24392,24392,Folklore Women Purple Printed Kurta,Apparel,blur,evaluation/queries/messy/messy_test_q191_blur.jpg,24380,messy_test
messy_test_q192_background_padding,test_q192,11236,11236,Flying Machine Women Low Rise Blue Jeans,Apparel,background_padding,evaluation/queries/messy/messy_test_q192_background_padding.jpg,11240,messy_test
messy_test_q193_crop,test_q193,11456,11456,United Colors of Benetton Men Light Winter Olive Tshirts,Apparel,crop,evaluation/queries/messy/messy_test_q193_crop.jpg,11531,messy_test
messy_test_q194_darker_lighting,test_q194,34138,34138,Turtle Men Leather Brown Wallet,Accessories,darker_lighting,evaluation/queries/messy/messy_test_q194_darker_lighting.jpg,34140,messy_test
messy_test_q195_brighter_lighting,test_q195,24375,24375,Folklore Women Blue  Kurta,Apparel,brighter_lighting,evaluation/queries/messy/messy_test_q195_brighter_lighting.jpg,24359,messy_test
messy_test_q196_contrast_change,test_q196,10246,10246,Murcia Women Zoe Brown Handbags,Accessories,contrast_change,evaluation/queries/messy/messy_test_q196_contrast_change.jpg,10247,messy_test
messy_test_q197_small_rotation,test_q197,28082,28082,Jockey MODERN CLASSIC Men Navy Blue Y Front Briefs 2007,Apparel,small_rotation,evaluation/queries/messy/messy_test_q197_small_rotation.jpg,28083,messy_test
messy_test_q198_mild_perspective,test_q198,9879,9879,Indigo Nation Men Hot Stepper Blue Striped Shirt,Apparel,mild_perspective,evaluation/queries/messy/messy_test_q198_mild_perspective.jpg,9878,messy_test
messy_test_q199_blur,test_q199,32589,32589,Only  Women Black Shorts,Apparel,blur,evaluation/queries/messy/messy_test_q199_blur.jpg,32587,messy_test
messy_test_q200_background_padding,test_q200,25392,25392,Levis Men Navy Blue Innerwear T-shirt,Apparel,background_padding,evaluation/queries/messy/messy_test_q200_background_padding.jpg,25368,messy_test
