query_id,query_path,query_product_id,relevant_catalog_ids,category,article_type,product_name,split,review_status,review_notes
test_q147,data/images/58235.jpg,58235,"47387,54390",Accessories,Wallets,Baggit Women Grey Wallet,test,approved,
test_q148,data/images/13466.jpg,13466,"13433,13435",Apparel,Tshirts,United Colors of Benetton Men Stripes Blue Tshirts,test,approved,
test_q149,data/images/13291.jpg,13291,13292,Apparel,Tshirts,Gini and Jony Kids Boys Printed Green Tshirts,test,approved,
test_q150,data/images/43972.jpg,43972,43971,Personal Care,Perfume and Body Mist,DKNY Men Perfume,test,approved,
val_q080,data/images/21955.jpg,21955,"21962,22012,22015",Accessories,Handbags,Murcia Women Casual Maroon Handbag,validation,approved,
test_q151,data/images/50962.jpg,50962,"50943,50945,50953",Apparel,Jeans,Lee Womens Blue Maxi Fit Jeans,test,approved,
test_q152,data/images/20818.jpg,20818,"20711,20716",Footwear,Casual Shoes,Red Tape Men Brown Leather Casual Shoes,test,approved,
test_q153,data/images/30083.jpg,30083,30086,Accessories,Watches,Ed Hardy Women Silver Dial Watch,test,approved,
test_q154,data/images/22559.jpg,22559,26744,Personal Care,Deodorant,Reebok Men Reeplay Deo,test,approved,
val_q081,data/images/21541.jpg,21541,21753,Accessories,Handbags,Kiara Women Classic Brown Handbag,validation,approved,
val_q082,data/images/40300.jpg,40300,40305,Footwear,Sandals,Warner Bros Kids Unisex Brown sandals,validation,approved,
val_q083,data/images/49845.jpg,49845,49883,Accessories,Watches,Q&Q Women White Dial Analog Watch,validation,approved,
test_q155,data/images/46529.jpg,46529,46451,Accessories,Watches,Timex Men Silver Toned Dial Watch,test,approved,
test_q156,data/images/51288.jpg,51288,51278,Accessories,Sunglasses,Hop Scotch Girls Pink Sunglasses,test,approved,
test_q157,data/images/27839.jpg,27839,27834,Accessories,Belts,Bulchee Men Navy Blue Leather Belt,test,approved,
val_q084,data/images/47584.jpg,47584,47588,Footwear,Flats,Portia Women Silver Flats,validation,approved,
val_q085,data/images/52839.jpg,52839,52869,Accessories,Earrings,Adrika Pink Earrings,validation,approved,
val_q086,data/images/59279.jpg,59279,59273,Accessories,Watches,Titan Women Blue Watch,validation,approved,
test_q158,data/images/13890.jpg,13890,11130,Apparel,Tops,Scullers Women Solid Purple Tops,test,approved,
test_q159,data/images/11161.jpg,11161,11162,Apparel,Shirts,John Miller Men Solid Black Shirts,test,approved,
test_q160,data/images/40198.jpg,40198,40195,Apparel,Tops,Mumbai Slang Women White Printed Top,test,approved,
test_q161,data/images/30756.jpg,30756,56699,Apparel,Kurtas,Fabindia Men Green Kurta,test,approved,
test_q162,data/images/52828.jpg,52828,"52837,52851",Accessories,Earrings,Adrika Black Earrings,test,approved,
test_q163,data/images/41993.jpg,41993,"40125,41992",Apparel,Shorts,Gini and Jony Boys Customised Black Shorts,test,approved,
test_q164,data/images/52121.jpg,52121,50718,Apparel,Tshirts,Doodle Boys Navy Blue Printed T-Shirt,test,approved,
test_q165,data/images/32970.jpg,32970,"32954,32962",Apparel,Tshirts,Angry Birds Men Printed Black T-shirt,test,approved,
test_q166,data/images/13447.jpg,13447,13425,Apparel,Tshirts,United Colors of Benetton Men Stripes Pink Tshirts,test,approved,
val_q087,data/images/8514.jpg,8514,8515,Accessories,Backpacks,Nike Unisex Ultimatum Max Grey Backpacks,validation,approved,
test_q167,data/images/11927.jpg,11927,11928,Footwear,Sports Shoes,Skechers Women Tone White Sports Shoes,test,approved,
test_q168,data/images/22104.jpg,22104,14480,Footwear,Casual Shoes,Flying Machine Men Blue Casual Shoes,test,approved,
val_q088,data/images/22336.jpg,22336,22331,Apparel,Tshirts,John Players Men Stripes Grey Polo T-Shirt,validation,approved,
test_q169,data/images/44123.jpg,44123,44122,Personal Care,Perfume and Body Mist,Hugo Women Pure Purple Perfume,test,approved,
test_q170,data/images/28097.jpg,28097,28096,Apparel,Briefs,Jockey MC Men Navy Blue Y Front Briefs 8003,test,approved,
test_q171,data/images/57907.jpg,57907,57909,Accessories,Socks,Fruit of the Loom Women Black Pack of Three Socks,test,approved,
test_q172,data/images/58517.jpg,58517,58497,Apparel,Tops,Tonga Women Pink Top,test,approved,
test_q173,data/images/40147.jpg,40147,41995,Apparel,Capris,Gini and Jony Girls Blue Pedal Pusher,test,approved,
test_q174,data/images/27189.jpg,27189,31585,Apparel,Tshirts,Mark Taylor Men Printed Olive T-shirt,test,approved,
test_q175,data/images/42083.jpg,42083,42084,Accessories,Wallets,American Tourister Unisex Brown Passport Holder,test,approved,
test_q176,data/images/9494.jpg,9494,9495,Accessories,Backpacks,Puma Unisex Blaze Black Backpacks,test,approved,
test_q177,data/images/22161.jpg,22161,"12857,13127,22158",Footwear,Casual Shoes,Lee Cooper Men Brown Casual Shoes,test,approved,
test_q178,data/images/5287.jpg,5287,5292,Footwear,Casual Shoes,Lee Cooper Men's Brown Semi Formal Shoe,test,approved,
test_q179,data/images/46261.jpg,46261,"46280,46286",Apparel,Tunics,109F Women Multicoloured Printed Tunic,test,approved,
test_q180,data/images/5462.jpg,5462,6646,Footwear,Sports Shoes,Nike Men's Air Trail Ridge Black Shoe,test,approved,
val_q089,data/images/19340.jpg,19340,"19338,19339",Apparel,Jackets,United Colors of Benetton Men Solid Black Jacket,validation,approved,
test_q181,data/images/53752.jpg,53752,53755,Apparel,Shorts,ADIDAS Men Blue Shorts,test,approved,
val_q090,data/images/36104.jpg,36104,36103,Accessories,Wallets,OTLS Men Brown Zebra Wallet,validation,approved,
val_q091,data/images/49900.jpg,49900,53569,Accessories,Watches,Q&Q Kids Unisex White Dial Watch,validation,approved,
test_q182,data/images/37738.jpg,37738,37810,Apparel,Shirts,John Players Men Stripes Pink Shirt,test,approved,
test_q183,data/images/36763.jpg,36763,36764,Free Items,Free Gifts,Maxima Men Green Dial Watch,test,approved,
test_q184,data/images/33955.jpg,33955,"32455,32462",Apparel,Tshirts,ADIDAS Men Polo White T-shirt,test,approved,
test_q185,data/images/17798.jpg,17798,17799,Apparel,Tshirts,Chhota Bheem Kids Boy Men Journey to Petra Orange Tshirt,test,approved,
val_q092,data/images/38575.jpg,38575,28519,Apparel,Track Pants,Nike Men Breakline Black Track Pants,validation,approved,
test_q186,data/images/35074.jpg,35074,"35060,35061,35073,35075",Accessories,Belts,Allen Solly Men Leather Brown Belt,test,approved,
test_q187,data/images/40691.jpg,40691,55612,Footwear,Formal Shoes,Numero Uno Men Black Shoes,test,approved,
test_q188,data/images/19859.jpg,19859,19860,Apparel,Jackets,U.S. Polo Assn. Men Solid Olive Jacket,test,approved,
val_q093,data/images/5730.jpg,5730,5749,Footwear,Sports Shoes,Reebok Men's Hex Run White Shoe,validation,approved,
val_q094,data/images/25652.jpg,25652,"25640,25641,25653",Accessories,Watches,Fastrack Men White Casual Watch,validation,approved,
val_q095,data/images/34148.jpg,34148,34149,Apparel,Skirts,Gini and Jony Girls Washed Blue Skirt,validation,approved,
val_q096,data/images/28997.jpg,28997,29001,Apparel,Tshirts,Status Quo Men Printed White T-shirt,validation,approved,
test_q189,data/images/11625.jpg,11625,"11553,12085",Apparel,Kurtas,W Women Printed Red Kurtas,test,approved,
test_q190,data/images/22041.jpg,22041,22036,Apparel,Kurtas,Vishudh Women Printed Cream Kurta,test,approved,
test_q191,data/images/24392.jpg,24392,24380,Apparel,Kurtas,Folklore Women Purple Printed Kurta,test,approved,
test_q192,data/images/11236.jpg,11236,11240,Apparel,Jeans,Flying Machine Women Low Rise Blue Jeans,test,approved,
test_q193,data/images/11456.jpg,11456,11531,Apparel,Tshirts,United Colors of Benetton Men Light Winter Olive Tshirts,test,approved,
test_q194,data/images/34138.jpg,34138,34140,Accessories,Wallets,Turtle Men Leather Brown Wallet,test,approved,
test_q195,data/images/24375.jpg,24375,24359,Apparel,Kurtas,Folklore Women Blue  Kurta,test,approved,
val_q097,data/images/15475.jpg,15475,15472,Apparel,Tshirts,Puma Men Logo Blue Tshirts,validation,approved,
val_q098,data/images/7177.jpg,7177,11089,Apparel,Shirts,Scullers Men Blue Check Shirt,validation,approved,
test_q196,data/images/10246.jpg,10246,10247,Accessories,Handbags,Murcia Women Zoe Brown Handbags,test,approved,
val_q099,data/images/11951.jpg,11951,44934,Footwear,Casual Shoes,Ganuchi Men Blue Shoes,validation,approved,
test_q197,data/images/28082.jpg,28082,28083,Apparel,Briefs,Jockey MODERN CLASSIC Men Navy Blue Y Front Briefs 2007,test,approved,
val_q100,data/images/58338.jpg,58338,58339,Footwear,Flip Flops,Lotto Women Purple Flip Flops,validation,approved,
test_q198,data/images/9879.jpg,9879,9878,Apparel,Shirts,Indigo Nation Men Hot Stepper Blue Striped Shirt,test,approved,
test_q199,data/images/32589.jpg,32589,32587,Apparel,Shorts,Only  Women Black Shorts,test,approved,
test_q200,data/images/25392.jpg,25392,25368,Apparel,Innerwear Vests,Levis Men Navy Blue Innerwear T-shirt,test,approved,
