image_id,product_id,filename,relative_path,category,master_category,sub_category,article_type,gender,base_colour,season,year,usage,product_display_name,width,height,file_size_bytes
50233,50233,50233.jpg,data/images/50233.jpg,Accessories,Accessories,Eyewear,Sunglasses,Women,Black,Winter,2016,Casual,Stoln Women Black Sunglasses,60,80,19453
28329,28329,28329.jpg,data/images/28329.jpg,Footwear,Footwear,Sandal,Sandals,Men,Brown,Winter,2018,Casual,Red Tape Men Casual Brown Sandals,60,80,20436
26075,26075,26075.jpg,data/images/26075.jpg,Apparel,Apparel,Topwear,Shirts,Men,Blue,Summer,2012,Formal,John Miller Men Striped Blue Shirt,60,80,24770
55587,55587,55587.jpg,data/images/55587.jpg,Personal Care,Personal Care,Lips,Lip Gloss,Women,Burgundy,Spring,2017,Casual,Revlon ColorStay Overtime Boundless Brandy Lip Gloss 250,60,80,20985
42530,42530,42530.jpg,data/images/42530.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Orange,Summer,2012,Ethnic,Mother Earth Women Orange Kurta,60,80,29605
3617,3617,3617.jpg,data/images/3617.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Red,Summer,2011,Sports,Puma Men's Deccan Chargers Red T-shirt,60,80,19312
13392,13392,13392.jpg,data/images/13392.jpg,Apparel,Apparel,Topwear,Shirts,Men,Blue,Summer,2011,Casual,United Colors of Benetton Men Check Blue Shirts,60,80,1737
46190,46190,46190.jpg,data/images/46190.jpg,Accessories,Accessories,Jewellery,Jewellery Set,Women,Brown,Winter,2015,Casual,Adrika Women Brown Teracotta Jewellery Set,60,80,21826
26849,26849,26849.jpg,data/images/26849.jpg,Personal Care,Personal Care,Fragrance,Perfume and Body Mist,Men,Black,Spring,2017,Casual,Calvin Klein Men Be Perfume,60,80,20514
35462,35462,35462.jpg,data/images/35462.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Brown,Summer,2013,Casual,Franco Leone Men Brown Shoes,60,80,15096
17732,17732,17732.jpg,data/images/17732.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,Brown,Fall,2011,Sports,Puma Men Fox Mid Brown Sports Shoe,60,80,21162
48836,48836,48836.jpg,data/images/48836.jpg,Accessories,Accessories,Jewellery,Pendant,Women,Silver,Summer,2015,Casual,Lucera Women Silver Pendant,60,80,12949
47042,47042,47042.jpg,data/images/47042.jpg,Apparel,Apparel,Bottomwear,Salwar,Women,Maroon,Summer,2012,Ethnic,Shree Women Maroon Jodhpuri Salwar,60,80,23080
37335,37335,37335.jpg,data/images/37335.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8510,60,80,18942
20382,20382,20382.jpg,data/images/20382.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Rust,Fall,2011,Ethnic,Visudh Women Printed Rust Kurta,60,80,2216
53670,53670,53670.jpg,data/images/53670.jpg,Accessories,Accessories,Bags,Handbags,Women,Orange,Summer,2012,Casual,Kiara Women Orange Handbag,60,80,22512
58298,58298,58298.jpg,data/images/58298.jpg,Accessories,Accessories,Socks,Socks,Men,Black,Summer,2016,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,60,80,19908
15065,15065,15065.jpg,data/images/15065.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Brown,Summer,2012,Formal,Franco Leone Men Brown Formal Shoe,60,80,17743
21250,21250,21250.jpg,data/images/21250.jpg,Accessories,Accessories,Bags,Duffel Bag,Unisex,Navy Blue,Summer,2011,Casual,Skybags Unisex Navy Duffle Bag,60,80,19683
4432,4432,4432.jpg,data/images/4432.jpg,Apparel,Apparel,Topwear,Tshirts,Men,White,Summer,2011,Casual,Wrangler Men's Bullrider Striper Polo White T-shirt,60,80,2117
45715,45715,45715.jpg,data/images/45715.jpg,Personal Care,Personal Care,Fragrance,Deodorant,Men,Black,Spring,2017,Casual,Reebok Men Reeavenge Deo,60,80,13754
24722,24722,24722.jpg,data/images/24722.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Fall,2011,Sports,Skechers Men Masterson White Sports Shoes,60,80,23965
10517,10517,10517.jpg,data/images/10517.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Fall,2011,Sports,New Balance MC900 Men Others Tennis White Sports Shoes,60,80,15139
40267,40267,40267.jpg,data/images/40267.jpg,Apparel,Apparel,Topwear,Tshirts,Men,White,Summer,2012,Casual,Scullers Men Striped White T-shirt,60,80,21410
15859,15859,15859.jpg,data/images/15859.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Unisex,Green,Fall,2012,Casual,Warner Bros Kids Unisex LT Taz Flops Green Slippers,60,80,940
32647,32647,32647.jpg,data/images/32647.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,Blue,Summer,2012,Sports,Nike Kids Boys Contemporary Athlete Blue T-shirt,60,80,19182
56302,56302,56302.jpg,data/images/56302.jpg,Apparel,Apparel,Innerwear,Bra,Women,Turquoise Blue,Winter,2015,Casual,Biara Women Turquoise Blue Bra,60,80,5273
38973,38973,38973.jpg,data/images/38973.jpg,Apparel,Apparel,Topwear,Shirts,Men,Grey,Summer,2012,Formal,Arrow New York Men Grey Check Slim Fit Shirt,60,80,29659
14385,14385,14385.jpg,data/images/14385.jpg,Footwear,Footwear,Shoes,Heels,Women,Silver,Winter,2015,Casual,Catwalk Women Casual Silver Heels,60,80,15302
53442,53442,53442.jpg,data/images/53442.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Women,Blue,Summer,2012,Casual,ADIDAS Women Blue Flip Flops,60,80,18473
4600,4600,4600.jpg,data/images/4600.jpg,Accessories,Accessories,Bags,Duffel Bag,Unisex,Grey,Winter,2015,Casual,Wildcraft Unisex Grey & Orange Printed Duffle Bag,60,80,25973
15257,15257,15257.jpg,data/images/15257.jpg,Footwear,Footwear,Shoes,Casual Shoes,Women,Black,Fall,2011,Casual,ADIDAS Originals Women Decade Low Sleek Black Casual Shoes,60,80,14483
59178,59178,59178.jpg,data/images/59178.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Brown,Summer,2012,Casual,Gliders Men Light Brown Shoes,60,80,19275
40055,40055,40055.jpg,data/images/40055.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Blue,Summer,2012,Sports,ADIDAS Men Blue Basketball Jersey,60,80,19392
58896,58896,58896.jpg,data/images/58896.jpg,Accessories,Accessories,Ties,Ties,Men,Maroon,Summer,2012,Casual,Hakashi Men Black & Maroon Tie,60,80,11895
24510,24510,24510.jpg,data/images/24510.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Green,Fall,2011,Ethnic,Mother Earth Women Green Printed Kurta,60,80,1207
10725,10725,10725.jpg,data/images/10725.jpg,Accessories,Accessories,Bags,Handbags,Women,Green,Winter,2015,Casual,Murcia Women Green Green Handbags,60,80,1206
59944,59944,59944.jpg,data/images/59944.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Cream,Spring,2013,Casual,Vans Men Black & Cream Casual Shoes,60,80,20119
32475,32475,32475.jpg,data/images/32475.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Summer,2012,Casual,Proline Men Black & Yellow Colourblocked Polo T-shirt,60,80,2477
3425,3425,3425.jpg,data/images/3425.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Navy Blue,Summer,2011,Casual,Myntra Men's Anyone Who Says Navy Blue T-shirt,60,80,23957
12072,12072,12072.jpg,data/images/12072.jpg,Apparel,Apparel,Topwear,Kurtas,Women,White,Fall,2011,Ethnic,W Women Printed White Kurtas,60,80,2108
54667,54667,54667.jpg,data/images/54667.jpg,Accessories,Accessories,Watches,Watches,Men,White,Winter,2016,Casual,Fastrack Men White Dial Watch NB3039SM01,60,80,17016
18548,18548,18548.jpg,data/images/18548.jpg,Footwear,Footwear,Shoes,Casual Shoes,Women,Beige,Winter,2015,Casual,Catwalk Women  Beige Casual Shoes,60,80,19394
30322,30322,30322.jpg,data/images/30322.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Teal,Summer,2012,Casual,Myntra Men Hawai 2 Teal T-shirt,60,80,2305
48238,48238,48238.jpg,data/images/48238.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,White,Summer,2012,Casual,Avengers Boys White Printed T-shirt,60,80,19641
35650,35650,35650.jpg,data/images/35650.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2012,Formal,U.S. Polo Assn. Men Black Formal Shoes,60,80,19082
7085,7085,7085.jpg,data/images/7085.jpg,Accessories,Accessories,Bags,Wallets,Women,Pink,Winter,2015,Casual,Wildcraft Women Pink Printed Wallet,60,80,4295
34782,34782,34782.jpg,data/images/34782.jpg,Accessories,Accessories,Bags,Handbags,Women,White,Summer,2015,Casual,Be For Bag Women Pack of 3 Bags,60,80,6013
6157,6157,6157.jpg,data/images/6157.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Grey,Summer,2011,Casual,Lee Men's Hand Grey T-shirt,60,80,24724
47270,47270,47270.jpg,data/images/47270.jpg,Apparel,Apparel,Innerwear,Boxers,Men,Blue,Summer,2016,Casual,FCUK Underwear Blue Printed Boxers,60,80,27516
9923,9923,9923.jpg,data/images/9923.jpg,Accessories,Accessories,Bags,Handbags,Unisex,Black,Fall,2011,Casual,Puma Unisex Dazzle Shopper Black Bags,60,80,1469
17500,17500,17500.jpg,data/images/17500.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Navy Blue,Fall,2011,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,60,80,1699
23735,23735,23735.jpg,data/images/23735.jpg,Accessories,Accessories,Eyewear,Sunglasses,Women,Black,Winter,2016,Casual,Ray-Ban Women Jackie Sunglasses,60,80,18582
4264,4264,4264.jpg,data/images/4264.jpg,Apparel,Apparel,Topwear,Tshirts,Women,Red,Summer,2011,Casual,Jealous 21 Women's Always Late But Burgundy Red T-shirt,60,80,2950
45143,45143,45143.jpg,data/images/45143.jpg,Accessories,Accessories,Watches,Watches,Men,Silver,Winter,2016,Casual,CASIO Enticer Men Silver-Toned Chronograph Watch A440,60,80,24500
15633,15633,15633.jpg,data/images/15633.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Fall,2011,Sports,Nike Men AS Manu Authantic Black Tshirts,60,80,1563
21406,21406,21406.jpg,data/images/21406.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Navy Blue,Fall,2011,Casual,Locomotive Men Printed Navy Blue T-shirt,60,80,1628
53026,53026,53026.jpg,data/images/53026.jpg,Apparel,Apparel,Saree,Sarees,Women,Multi,Fall,2012,Ethnic,FNF Multi Coloured Printed Sari,60,80,22510
24948,24948,24948.jpg,data/images/24948.jpg,Apparel,Apparel,Topwear,Tshirts,Women,Black,Summer,2012,Casual,United Colors of Benetton Women Black T-shirt,60,80,3005
44091,44091,44091.jpg,data/images/44091.jpg,Personal Care,Personal Care,Fragrance,Perfume and Body Mist,Men,Orange,Spring,2017,Casual,Boss Men Orange 100 ml Perfume,60,80,11693
37563,37563,37563.jpg,data/images/37563.jpg,Apparel,Apparel,Topwear,Rompers,Girls,White,Summer,2012,Casual,Madagascar3 Infant Boys White Snapsuit Romper,60,80,1909
11293,11293,11293.jpg,data/images/11293.jpg,Apparel,Apparel,Bottomwear,Jeans,Men,,Fall,2016,Casual,Wrangler Men Blue Texas Jeans,60,80,19690
56554,56554,56554.jpg,data/images/56554.jpg,Personal Care,Personal Care,Lips,Lip Gloss,Women,Pink,Spring,2017,,Streetwear Mineral Sugar Babe Lip Gloss,60,80,2635
32011,32011,32011.jpg,data/images/32011.jpg,Accessories,Accessories,Socks,Socks,Men,Black,Summer,2016,Casual,Playboy Men Black & Red Socks,60,80,24105
40431,40431,40431.jpg,data/images/40431.jpg,Apparel,Apparel,Dress,Dresses,Women,Navy Blue,Summer,2012,Casual,Tonga Women Navy Blue Dress,60,80,2239
24174,24174,24174.jpg,data/images/24174.jpg,Apparel,Apparel,Topwear,Kurtis,Women,Turquoise Blue,Fall,2011,Ethnic,Aurelia Women Turquoise Blue Kurti,60,80,1926
10341,10341,10341.jpg,data/images/10341.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Pink,Fall,2011,Casual,United Colors of Benetton Men Printed Pink Tshirts,60,80,2362
2193,2193,2193.jpg,data/images/2193.jpg,Apparel,Apparel,Bottomwear,Shorts,Men,Navy Blue,Fall,2010,Sports,ADIDAS Men Navy Short,60,80,15070
30746,30746,30746.jpg,data/images/30746.jpg,Apparel,Apparel,Topwear,Kurtas,Men,Maroon,Summer,2012,Ethnic,Fabindia Men Printed Maroon Kurta,60,80,1176
42366,42366,42366.jpg,data/images/42366.jpg,Apparel,Apparel,Topwear,Shirts,Women,Pink,Summer,2012,Casual,Flying Machine Women Multicoloured Printed Shirt,60,80,3610
31694,31694,31694.jpg,data/images/31694.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Green,Summer,2012,Ethnic,Folklore Women Printed Green Kurta,60,80,1442
26623,26623,26623.jpg,data/images/26623.jpg,Footwear,Footwear,Shoes,Sports Shoes,Women,Black,Summer,2012,Sports,Puma Women BodyTrain Mesh Grid Black Sports Shoes,60,80,22230
12416,12416,12416.jpg,data/images/12416.jpg,Accessories,Accessories,Wallets,Wallets,Men,Black,Fall,2011,Casual,Reid & Taylor Men Casual Black Wallets,60,80,1204
18910,18910,18910.jpg,data/images/18910.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Men,Green,Spring,2012,Casual,ADIDAS Men Adi Linear Green Flip Flops,60,80,21288
6533,6533,6533.jpg,data/images/6533.jpg,Accessories,Accessories,Bags,Laptop Bag,Unisex,Black,Summer,2011,Casual,Nike Unisex Allegian Laptop Bag,60,80,23672
47614,47614,47614.jpg,data/images/47614.jpg,Footwear,Footwear,Shoes,Heels,Women,Red,Winter,2012,Casual,Portia Women Red Heels,60,80,14312
17164,17164,17164.jpg,data/images/17164.jpg,Apparel,Apparel,Topwear,Shirts,Men,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Checks Blue Shirt,60,80,1299
51771,51771,51771.jpg,data/images/51771.jpg,Accessories,Accessories,Wallets,Wallets,Men,Black,Fall,2012,Casual,Hidedge Men Black Wallet,60,80,16942
35234,35234,35234.jpg,data/images/35234.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Brown,Fall,2012,Formal,Fortune Men Brown Formal Shoes,60,80,20354
30574,30574,30574.jpg,data/images/30574.jpg,Accessories,Accessories,Eyewear,Sunglasses,Men,Red,Winter,2016,Casual,Opium Men Aviator Black Sunglass,60,80,19009
54031,54031,54031.jpg,data/images/54031.jpg,Accessories,Accessories,Bags,Handbags,Women,Red,Summer,2012,Casual,Kiara Women Red Handbag,60,80,3502
26411,26411,26411.jpg,data/images/26411.jpg,Apparel,Apparel,Topwear,Shirts,Men,Red,Summer,2012,Casual,Turtle Men Check Red Shirt,60,80,1481
12624,12624,12624.jpg,data/images/12624.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Green,Fall,2011,Casual,Probase Men Printed Green Tshirts,60,80,2105
3273,3273,3273.jpg,data/images/3273.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Green,Summer,2011,Casual,Guerrilla Men's God's Sent Green T-shirt,60,80,25295
17356,17356,17356.jpg,data/images/17356.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Men,Black,Spring,2012,Casual,Puma Men Arizona Black Flip Flops,60,80,13912
50491,50491,50491.jpg,data/images/50491.jpg,Apparel,Apparel,Innerwear,Trunk,Men,Blue,Winter,2016,Casual,Chromozome Men Blue Trunks,60,80,24525
23163,23163,23163.jpg,data/images/23163.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Navy Blue,Fall,2011,Casual,Mark Taylor Men Navy Blue Printed T-shirt,60,80,2038
6701,6701,6701.jpg,data/images/6701.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Navy Blue,Summer,2011,Casual,UCB Men's The Graphic Alien Print Navy Blue T-shirt,60,80,17995
47426,47426,47426.jpg,data/images/47426.jpg,Accessories,Accessories,Wallets,Wallets,Women,Maroon,Summer,2012,Casual,Baggit Women Maroon Wallet,60,80,18487
35006,35006,35006.jpg,data/images/35006.jpg,Accessories,Accessories,Stoles,Stoles,Women,Beige,Summer,2012,Ethnic,Fabindia Women Printed Beige & Black Stole,60,80,23535
51543,51543,51543.jpg,data/images/51543.jpg,Accessories,Accessories,Watches,Watches,Women,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch,60,80,19688
16284,16284,16284.jpg,data/images/16284.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Red,Fall,2011,Casual,Peter England Men Printed Red TShirt,60,80,1769
15401,15401,15401.jpg,data/images/15401.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,White,Fall,2011,Casual,Fila Men Tubes White Casual Shoes,60,80,14620
4056,4056,4056.jpg,data/images/4056.jpg,Apparel,Apparel,Topwear,Tshirts,Men,White,Summer,2011,Casual,Myntra Men's Yoga White T-shirt,60,80,25159
45371,45371,45371.jpg,data/images/45371.jpg,Footwear,Footwear,Shoes,Heels,Women,Taupe,Summer,2016,Casual,Cobblerz Women Taupe Brown Sandals,60,80,20835
37751,37751,37751.jpg,data/images/37751.jpg,Apparel,Apparel,Topwear,Shirts,Men,Red,Summer,2012,Casual,John Players Men Check Red Shirt,60,80,28434
5184,5184,5184.jpg,data/images/5184.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Summer,2011,Casual,Mickey Men's Goofy Is Happy Black T-shirt,60,80,28001
32223,32223,32223.jpg,data/images/32223.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Pink,Summer,2012,Ethnic,Fabindia Women Pink & Orange Striped Kurta,60,80,2776
25294,25294,25294.jpg,data/images/25294.jpg,Accessories,Accessories,Bags,Handbags,Women,Navy Blue,Summer,2012,Casual,Lino Perros Women Sporty Navy Blue Handbag,60,80,22398
24346,24346,24346.jpg,data/images/24346.jpg,Apparel,Apparel,Bottomwear,Tracksuits,Men,Black,Fall,2011,Sports,ADIDAS Men Black Tracksuit,60,80,1743
10173,10173,10173.jpg,data/images/10173.jpg,Footwear,Footwear,Sandal,Sandals,Men,Brown,Fall,2011,Casual,United Colors of Benetton Men Tango Brown Sandals,60,80,1731
40603,40603,40603.jpg,data/images/40603.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Maroon,Summer,2012,Ethnic,Span Women Maroon Kurta,60,80,22968
19231,19231,19231.jpg,data/images/19231.jpg,Accessories,Accessories,Ties,Ties,Men,Navy Blue,Summer,2011,Formal,United Colors of Benetton Men Striped Navy Blue Tie,60,80,21286
8666,8666,8666.jpg,data/images/8666.jpg,Accessories,Accessories,Eyewear,Sunglasses,Unisex,Green,Winter,2016,Casual,Fastrack Unisex Green Sunglasses,60,80,1465
49541,49541,49541.jpg,data/images/49541.jpg,Accessories,Accessories,Bags,Handbags,Women,Black,Summer,2012,Casual,Rocia Women Black Handbag,60,80,13885
22870,22870,22870.jpg,data/images/22870.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Olive,Summer,2012,Casual,Woodland Men Olive Casual Shoes,60,80,22939
48493,48493,48493.jpg,data/images/48493.jpg,Apparel,Apparel,Bottomwear,Skirts,Women,Black,Winter,2011,Casual,French Connection Women Black Skirt,60,80,13634
30589,30589,30589.jpg,data/images/30589.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Blue,Summer,2012,Casual,Nike Men Club Pique Polo Blue T-shirt,60,80,14293
34915,34915,34915.jpg,data/images/34915.jpg,Apparel,Apparel,Topwear,Dupatta,Women,Cream,Summer,2012,Ethnic,Fabindia Women Cream Dupatta,60,80,22819
55922,55922,55922.jpg,data/images/55922.jpg,Personal Care,Personal Care,Nails,Nail Polish,Women,Red,Spring,2017,Casual,Colorbar Vibrant Nail Lacquer 53,60,80,2677
46509,46509,46509.jpg,data/images/46509.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016,Casual,Timex Men Black Dial Chronograph Watch,60,80,1063
42995,42995,42995.jpg,data/images/42995.jpg,Footwear,Footwear,Shoes,Sports Shoes,Women,Black,Summer,2012,Sports,Nike Women Black Air Total Sports Shoes,60,80,20209
28576,28576,28576.jpg,data/images/28576.jpg,Accessories,Accessories,Watches,Watches,Men,Green,Winter,2016,Casual,ADIDAS Originals Men Green Dial Chronograph Watch ADH2619,60,80,1797
34129,34129,34129.jpg,data/images/34129.jpg,Accessories,Accessories,Belts,Belts,Men,Black,Summer,2012,Formal,Turtle Men Reversible Leather Black Belt,60,80,2522
5179,5179,5179.jpg,data/images/5179.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Summer,2011,Casual,Batman Men's Logo Dripping Black T-shirt,60,80,21706
11860,11860,11860.jpg,data/images/11860.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Men,Blue,Fall,2012,Casual,Playboy Men Casual Blue Slippers,60,80,2361
5945,5945,5945.jpg,data/images/5945.jpg,Apparel,Apparel,Topwear,Shirts,Men,Blue,Summer,2011,Casual,Locomotive Men Blue Checked Shirt,60,80,28253
57649,57649,57649.jpg,data/images/57649.jpg,Personal Care,Personal Care,Nails,Nail Polish,Women,Blue,Spring,2017,,Lotus Herbals Colour Dew Deep Sea Nail Polish 86,60,80,17475
39636,39636,39636.jpg,data/images/39636.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Summer,2012,Sports,Lotto Men White Sports Shoes,60,80,21525
25269,25269,25269.jpg,data/images/25269.jpg,Accessories,Accessories,Bags,Handbags,Women,Maroon,Summer,2012,Casual,Lino Perros Women Leatherette Maroon Handbag,60,80,17188
4897,4897,4897.jpg,data/images/4897.jpg,Apparel,Apparel,Topwear,Tops,Women,Yellow,Summer,2011,Casual,Levis Kids Girl's Diane Yellow Kidswear,60,80,1876
33902,33902,33902.jpg,data/images/33902.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Summer,2017,Casual,Citizen Men Black Dial Watch BH1370-51E,60,80,23460
20529,20529,20529.jpg,data/images/20529.jpg,Accessories,Accessories,Bags,Mobile Pouch,Women,Purple,Winter,2015,Casual,Baggit Women Camlin Crush Purple Mobile Pouch,60,80,18961
25867,25867,25867.jpg,data/images/25867.jpg,Accessories,Accessories,Bags,Backpacks,Unisex,Black,Winter,2015,Casual,American Tourister Black Reversible Backpack,60,80,1328
4299,4299,4299.jpg,data/images/4299.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Green,Summer,2011,Casual,Tantra Men's Friends Olive Green T-shirt,60,80,6148
52109,52109,52109.jpg,data/images/52109.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Blue,Summer,2012,Ethnic,Myntra Women Blue Kurta,60,80,16584
24189,24189,24189.jpg,data/images/24189.jpg,Footwear,Footwear,Shoes,Casual Shoes,Unisex,Black,Summer,2012,Casual,Converse Unisex Chuck Taylor Black Casual Shoes,60,80,21106
44850,44850,44850.jpg,data/images/44850.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Summer,2012,Casual,Puma Men Black Ferrari Logo T-shirt,60,80,4852
45982,45982,45982.jpg,data/images/45982.jpg,Apparel,Apparel,Topwear,Tops,Women,Blue,Fall,2012,Casual,Tokyo Talkies Women Blue Top,60,80,4259
52935,52935,52935.jpg,data/images/52935.jpg,Apparel,Apparel,Saree,Sarees,Women,White,Summer,2012,Ethnic,FNF Printed Purple Sari,60,80,24757
16877,16877,16877.jpg,data/images/16877.jpg,Accessories,Accessories,Eyewear,Sunglasses,Unisex,Green,Winter,2016,Casual,Idee Unisex Funky Eyewear Green Sunglasses,60,80,17115
8454,8454,8454.jpg,data/images/8454.jpg,Apparel,Apparel,Topwear,Tops,Women,White,Fall,2011,Casual,Jealous 21 Women Jealous Ranae White Top White Tops,60,80,2608
49773,49773,49773.jpg,data/images/49773.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Blue,Summer,2012,Ethnic,Alma Women  Light Blue Printed Kurta,60,80,3497
19003,19003,19003.jpg,data/images/19003.jpg,Apparel,Apparel,Topwear,Sweatshirts,Women,Red,Summer,2011,Casual,ADIDAS Originals Women Trefoil Hoodie Red Sweatshirt,60,80,2107
13539,13539,13539.jpg,data/images/13539.jpg,Footwear,Footwear,Shoes,Heels,Women,Gold,Spring,2013,Casual,Carlton London Women Casual Gold Flats,60,80,13183
43249,43249,43249.jpg,data/images/43249.jpg,Apparel,Apparel,Bottomwear,Jeans,Women,Blue,Summer,2012,Casual,Denizen Women Blue Skinny Thunder Jeans,60,80,3365
9586,9586,9586.jpg,data/images/9586.jpg,Accessories,Accessories,Bags,Handbags,Unisex,Pink,Fall,2011,Casual,Puma Unisex Dazzle Shopper Pink Bags,60,80,1703
3880,3880,3880.jpg,data/images/3880.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Grey,Summer,2011,Casual,Wrangler Men's Burnt Out Grey T-shirt,60,80,2445
29696,29696,29696.jpg,data/images/29696.jpg,Apparel,Apparel,Topwear,Shirts,Men,Purple,Summer,2012,Formal,John Miller Men Striped Purple Shirt,60,80,1513
28744,28744,28744.jpg,data/images/28744.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Blue,Summer,2012,Ethnic,Aurelia Women Blue Printed Kurta,60,80,1047
17199,17199,17199.jpg,data/images/17199.jpg,Apparel,Apparel,Topwear,Sweaters,Men,Grey,Winter,2016,Casual,U.S. Polo Assn. Men Solid Grey Sweater,60,80,1788
36028,36028,36028.jpg,data/images/36028.jpg,Accessories,Accessories,Belts,Belts,Men,Brown,Summer,2015,Casual,OTLS Men Brown & Black Reversible Leather Belt,60,80,19617
59185,59185,59185.jpg,data/images/59185.jpg,Footwear,Footwear,Sandal,Sandals,Men,Grey,Summer,2012,Casual,Gliders Men Olive Green Sandals,60,80,15410
58057,58057,58057.jpg,data/images/58057.jpg,Accessories,Accessories,Jewellery,Earrings,Women,Black,Fall,2012,Casual,Rreverie Pink Earrings,60,80,2551
14378,14378,14378.jpg,data/images/14378.jpg,Footwear,Footwear,Shoes,Heels,Women,White,Winter,2015,Casual,Catwalk Women Casual White Flats,60,80,11736
57823,57823,57823.jpg,data/images/57823.jpg,Apparel,Apparel,Topwear,Tshirts,Women,White,Fall,2012,Casual,United Colors of Benetton Women White T-shirt,60,80,4350
44408,44408,44408.jpg,data/images/44408.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,Grey,Summer,2012,Sports,Force 10 Men Grey Sports Shoes,60,80,21825
36814,36814,36814.jpg,data/images/36814.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Maroon,Summer,2012,Ethnic,Vishudh Women Maroon Kurta,60,80,1216
20971,20971,20971.jpg,data/images/20971.jpg,Accessories,Accessories,Belts,Belts,Men,Olive,Winter,2016,Casual,Fastrack Men Leatherette Olive Belt,60,80,19481
27368,27368,27368.jpg,data/images/27368.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Red,Fall,2011,Casual,Tantra Men Hippy Red T-shirt,60,80,2535
6996,6996,6996.jpg,data/images/6996.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Brown,Spring,2011,Casual,Classic Polo Men's State Athletic Brown T-shirt,60,80,26647
8030,8030,8030.jpg,data/images/8030.jpg,Apparel,Apparel,Bottomwear,Track Pants,Men,Grey,Fall,2011,Sports,Fila Men's Basic Cotton Lower Grey Track Pant,60,80,1728
7844,7844,7844.jpg,data/images/7844.jpg,Footwear,Footwear,Shoes,Sports Shoes,Women,Black,Fall,2011,Sports,Puma Women Cabana Racer SL JR Black Blue Green Shoe,60,80,2722
13961,13961,13961.jpg,data/images/13961.jpg,Apparel,Apparel,Topwear,Sweaters,Women,Pink,Fall,2011,Casual,Jealous 21 Women Solid Pink Sweaters,60,80,1517
