condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q123,data/images/19876.jpg,Footwear,1,[22086],"[14047, 38257, 33318, 35810, 15983, 29925, 26642, 22562, 28745, 35090]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.54,63.23,0.042,232.81
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q124,data/images/32228.jpg,Apparel,1,[22598],"[6174, 27250, 12547, 39839, 9460, 22459, 19674, 1599, 10247, 6650]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.99,57.99,0.037,226.02
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q125,data/images/30555.jpg,Accessories,1,[22604],"[197, 5656, 35490, 5649, 39622, 22604, 19623, 19620, 1197, 25255]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,165.43,59.79,0.04,225.26
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q126,data/images/7914.jpg,Apparel,1,[22945],"[31974, 41944, 32984, 2157, 43865, 19133, 32395, 34878, 35316, 43161]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.18,58.2,0.037,237.41
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q127,data/images/40929.jpg,Apparel,4,"[22968, 22965, 22966, 22967]","[22967, 22965, 20836, 5531, 5532, 5530, 3386, 6334, 9691, 9690]",2,1.0,0.4,0.2,0.25,0.5,0.5,1.0,1.0,1.0,1.0,173.0,58.69,0.037,231.73
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q128,data/images/50485.jpg,Apparel,3,"[23089, 23090, 23091]","[26629, 41674, 36690, 783, 37053, 23596, 27341, 37787, 23091, 31302]",0,0.0,0.0,0.1,0.0,0.0,0.3333,0.0,0.0,1.0,0.1111,178.93,58.07,0.042,237.05
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q129,data/images/47600.jpg,Footwear,1,[23100],"[4313, 30480, 24090, 40870, 14754, 43313, 9060, 2217, 3664, 8972]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.63,113.4,0.041,280.07
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q130,data/images/24160.jpg,Apparel,1,[23123],"[10505, 15343, 21273, 14765, 35473, 34980, 20937, 39021, 12621, 9584]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.3,112.56,0.039,369.91
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q131,data/images/30907.jpg,Apparel,2,"[23224, 23223]","[6801, 7406, 23223, 15169, 7487, 22159, 18020, 18039, 32435, 35284]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,263.13,65.7,0.044,328.87
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q132,data/images/25871.jpg,Accessories,2,"[23440, 23441]","[11276, 35269, 7594, 1383, 13339, 25446, 35656, 31812, 1102, 24999]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.56,62.55,0.039,232.16
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q133,data/images/26068.jpg,Apparel,1,[23499],"[24119, 20295, 20293, 20292, 9484, 3031, 27213, 12149, 3032, 3029]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.14,62.12,0.059,228.32
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q134,data/images/55825.jpg,Apparel,3,"[23592, 23593, 23591]","[25706, 21267, 28480, 30748, 27854, 7961, 31228, 30986, 19238, 24175]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.84,65.11,0.041,228.99
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q135,data/images/51592.jpg,Apparel,1,[23691],"[28927, 15125, 34631, 26726, 34766, 22360, 27619, 1425, 25040, 17376]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.14,59.58,0.042,230.77
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q136,data/images/59008.jpg,Footwear,2,"[23901, 23902]","[23931, 30208, 12422, 30657, 5132, 26159, 7957, 24821, 34789, 30049]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.5,59.12,0.038,226.66
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q137,data/images/12926.jpg,Footwear,2,"[23924, 23925]","[34367, 5398, 38279, 8517, 418, 26038, 30663, 6023, 20046, 39886]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.97,59.5,0.037,222.5
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q138,data/images/18241.jpg,Apparel,4,"[24128, 24129, 24130, 24131]","[11722, 38663, 35815, 36631, 24129, 26835, 19328, 36348, 19174, 33073]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.2,165.86,58.49,0.036,224.38
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q139,data/images/44791.jpg,Apparel,1,[24171],"[12949, 11561, 11560, 25803, 3986, 13081, 3987, 8878, 31864, 9909]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.9,61.18,0.038,226.12
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q140,data/images/13650.jpg,Footwear,1,[24440],"[30463, 35906, 11297, 26012, 22182, 40260, 42790, 20654, 4091, 22439]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.62,59.23,0.04,226.89
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q141,data/images/56855.jpg,Apparel,1,[24547],"[26896, 25557, 34950, 29774, 3247, 6326, 40082, 25133, 17523, 17930]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.24,57.98,0.039,226.26
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q142,data/images/45025.jpg,Accessories,1,[24707],"[27049, 24707, 24106, 43465, 27557, 5, 42306, 23323, 30680, 21181]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,161.75,58.24,0.038,220.03
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q143,data/images/10643.jpg,Apparel,1,[24733],"[24733, 42378, 41268, 9891, 43661, 16203, 28026, 41746, 30437, 30888]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.92,69.4,0.051,238.37
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q144,data/images/32511.jpg,Footwear,1,[25214],"[5710, 30003, 38037, 7844, 12763, 122, 11791, 35292, 16819, 43520]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.54,60.58,0.041,234.16
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q145,data/images/25160.jpg,Accessories,1,[25679],"[41004, 14493, 23062, 1760, 23071, 39483, 10106, 41419, 24630, 4648]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.52,63.1,0.043,230.66
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q146,data/images/48752.jpg,Accessories,6,"[25777, 25778, 25779, 25780, 25781, 25782]","[25781, 25780, 25782, 2913, 2911, 3552, 374, 359, 3597, 373]",3,1.0,0.6,0.3,0.1667,0.5,0.5,1.0,1.0,1.0,1.0,170.49,58.76,0.037,229.29
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q147,data/images/58235.jpg,Accessories,2,"[26218, 26219]","[20308, 7277, 21820, 16793, 8291, 25377, 13550, 302, 41256, 24800]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.64,59.21,0.036,223.88
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q148,data/images/13466.jpg,Apparel,2,"[26277, 26278]","[29528, 25561, 15265, 1703, 633, 1704, 29404, 33005, 15669, 28630]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.84,58.51,0.036,233.38
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q149,data/images/13291.jpg,Apparel,1,[26384],"[26384, 43631, 10067, 6551, 6549, 41912, 33620, 28330, 9392, 9624]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.05,59.27,0.056,224.38
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q150,data/images/43972.jpg,Personal Care,1,[26423],"[26423, 41987, 14662, 8790, 37923, 41679, 28878, 40074, 44016, 12932]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.37,58.22,0.039,223.63
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q151,data/images/50962.jpg,Apparel,3,"[26600, 26598, 26599]","[27504, 16467, 9131, 26599, 1073, 41847, 12701, 11106, 13752, 34767]",1,0.0,0.2,0.1,0.0,0.3333,0.3333,0.0,1.0,1.0,0.25,164.36,58.82,0.039,223.22
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q152,data/images/20818.jpg,Footwear,2,"[26788, 26789]","[4977, 39000, 40915, 30889, 13922, 29686, 9657, 4976, 6593, 2215]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.38,59.86,0.04,221.28
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q153,data/images/30083.jpg,Accessories,1,[26972],"[24803, 5791, 11848, 21962, 21609, 30904, 29809, 31875, 10198, 11110]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.14,58.29,0.038,242.47
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q154,data/images/22559.jpg,Personal Care,1,[27037],"[27037, 43539, 26874, 3308, 9544, 32683, 25047, 27137, 43106, 36815]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193.38,57.88,0.039,251.3
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q155,data/images/46529.jpg,Accessories,1,[27283],"[4599, 37514, 2577, 7177, 13614, 12978, 27728, 5544, 28125, 31245]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.08,60.61,0.038,238.73
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q156,data/images/51288.jpg,Accessories,1,[27523],"[27523, 15587, 11485, 10342, 2018, 14987, 11257, 27028, 4167, 20467]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,205.4,58.0,0.038,263.44
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q157,data/images/27839.jpg,Accessories,1,[27621],"[14195, 18767, 3070, 22290, 3074, 39317, 4874, 27286, 35824, 2357]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.62,58.27,0.039,225.93
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q158,data/images/13890.jpg,Apparel,1,[28534],"[36211, 14603, 36820, 33408, 43519, 31832, 15112, 24212, 27736, 28949]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.42,62.21,0.038,223.66
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q159,data/images/11161.jpg,Apparel,1,[28681],"[28681, 18378, 15075, 37949, 7227, 40520, 15631, 42806, 8435, 32781]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167.87,57.89,0.037,225.79
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q160,data/images/40198.jpg,Apparel,1,[28706],"[2248, 25641, 32903, 28706, 26252, 6069, 7783, 12339, 43095, 21258]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,165.54,60.92,0.039,226.5
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q161,data/images/30756.jpg,Apparel,1,[28810],"[34693, 23333, 23095, 37480, 15570, 37120, 18000, 36973, 36853, 39517]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.82,58.31,0.04,234.17
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q162,data/images/52828.jpg,Accessories,2,"[28835, 28836]","[39155, 11381, 2799, 22750, 2840, 33366, 25501, 2841, 14882, 8635]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.76,59.43,0.038,223.23
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q163,data/images/41993.jpg,Apparel,2,"[28988, 28989]","[28989, 28988, 9431, 668, 40676, 7641, 30713, 30712, 24271, 1013]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,163.07,59.3,0.064,222.43
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q164,data/images/52121.jpg,Apparel,1,[29030],"[29030, 9957, 33501, 33500, 33499, 24281, 24278, 14098, 14097, 14096]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167.45,59.39,0.042,226.88
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q165,data/images/32970.jpg,Apparel,2,"[29100, 29101]","[791, 8987, 42819, 29100, 31824, 37624, 15314, 38776, 12549, 41988]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.25,172.93,60.04,0.038,233.0
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q166,data/images/13447.jpg,Apparel,1,[29224],"[8810, 42908, 29321, 41060, 22009, 30129, 1316, 910, 27345, 16574]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.02,59.96,0.04,223.02
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q167,data/images/11927.jpg,Footwear,1,[29504],"[42437, 14254, 30598, 29468, 12674, 31777, 19247, 9846, 31600, 32632]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.07,62.64,0.039,226.75
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q168,data/images/22104.jpg,Footwear,1,[29518],"[9669, 16631, 30438, 4003, 19988, 23699, 2551, 29566, 32849, 25167]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.76,59.42,0.037,237.22
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q169,data/images/44123.jpg,Personal Care,1,[29655],"[29655, 42056, 24858, 20397, 23293, 20010, 39299, 37540, 29377, 15940]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.02,59.16,0.042,224.22
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q170,data/images/28097.jpg,Apparel,1,[29879],"[8761, 29879, 9331, 42107, 3195, 22877, 32802, 29946, 32788, 32347]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,161.89,60.29,0.037,222.22
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q171,data/images/57907.jpg,Accessories,1,[29914],"[29914, 22206, 30990, 18966, 25008, 40430, 23618, 22221, 43177, 5834]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.86,59.9,0.039,233.8
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q172,data/images/58517.jpg,Apparel,1,[29934],"[40292, 32179, 6222, 26914, 36753, 10555, 31701, 20352, 31452, 27575]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.02,59.7,0.052,226.77
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q173,data/images/40147.jpg,Apparel,1,[30094],"[30094, 37820, 41661, 31877, 30212, 43928, 43585, 5509, 5508, 22968]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,178.5,60.71,0.038,239.24
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q174,data/images/27189.jpg,Apparel,1,[30646],"[15363, 6873, 11619, 33967, 22645, 10609, 22441, 9916, 38972, 24486]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.85,59.23,0.04,224.12
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q175,data/images/42083.jpg,Accessories,1,[30685],"[30685, 1432, 7578, 32454, 27995, 6165, 30777, 5147, 17658, 18321]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.32,60.32,0.04,225.69
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q176,data/images/9494.jpg,Accessories,1,[30747],"[1810, 38128, 38392, 14976, 41429, 39765, 37813, 9442, 30747, 9874]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1111,165.44,58.41,0.041,223.89
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q177,data/images/22161.jpg,Footwear,3,"[30889, 30890, 30891]","[30014, 23035, 18579, 22031, 886, 36433, 7373, 396, 12757, 13304]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.89,58.39,0.038,231.32
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q178,data/images/5287.jpg,Footwear,1,[30951],"[3218, 16272, 6707, 15951, 17890, 1575, 26028, 7846, 7841, 21643]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.37,60.33,0.039,232.73
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q179,data/images/46261.jpg,Apparel,2,"[30957, 30958]","[33767, 34522, 15332, 33924, 19230, 30958, 40325, 16430, 19901, 33485]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1667,169.52,58.23,0.038,227.79
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q180,data/images/5462.jpg,Footwear,1,[31050],"[31050, 36586, 30454, 27726, 15349, 25854, 36888, 37788, 43951, 41304]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,162.42,58.99,0.042,221.45
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q181,data/images/53752.jpg,Apparel,1,[32121],"[32121, 4332, 15273, 40321, 18329, 22656, 15276, 30575, 17703, 38199]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.24,58.76,0.039,225.05
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q182,data/images/37738.jpg,Apparel,1,[32562],"[37769, 42375, 33999, 9143, 7835, 12916, 3929, 15709, 35915, 8457]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.56,58.56,0.04,222.17
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q183,data/images/36763.jpg,Free Items,1,[32626],"[32626, 1050, 1034, 1037, 857, 7813, 32817, 856, 112, 18668]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.07,60.06,0.048,225.18
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q184,data/images/33955.jpg,Apparel,2,"[33172, 33173]","[10651, 36364, 42788, 36363, 2826, 18376, 18375, 18518, 26767, 29658]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.11,57.22,0.038,222.37
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q185,data/images/17798.jpg,Apparel,1,[33195],"[33195, 36041, 20034, 40214, 27782, 14685, 14680, 14678, 12696, 12695]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,164.98,61.76,0.038,226.77
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q186,data/images/35074.jpg,Accessories,4,"[33284, 33285, 33286, 33287]","[33287, 16381, 22190, 3073, 12296, 30136, 28145, 13146, 23999, 3062]",1,1.0,0.2,0.1,0.25,0.25,0.25,1.0,1.0,1.0,1.0,164.01,57.91,0.038,221.95
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q187,data/images/40691.jpg,Footwear,1,[33351],"[21990, 1304, 3814, 11242, 25929, 119, 11016, 1305, 24056, 23684]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.55,61.58,0.041,224.17
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q188,data/images/19859.jpg,Apparel,1,[33731],"[35920, 17667, 25868, 42943, 17317, 9720, 29293, 41461, 24986, 42068]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.96,57.9,0.037,223.89
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q189,data/images/11625.jpg,Apparel,2,"[34197, 34198]","[20077, 30330, 22860, 33118, 5305, 13003, 3497, 6693, 1185, 19067]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.67,60.17,0.039,222.89
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q190,data/images/22041.jpg,Apparel,1,[34544],"[14430, 3907, 19582, 16950, 28356, 25381, 9736, 43783, 17524, 26389]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.88,58.16,0.037,226.08
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q191,data/images/24392.jpg,Apparel,1,[34758],"[2777, 35426, 1599, 7807, 23123, 21226, 14824, 20265, 36115, 17486]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.26,60.36,0.04,222.66
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q192,data/images/11236.jpg,Apparel,1,[35385],"[6202, 16746, 4707, 13040, 1006, 1010, 13037, 4706, 42274, 32785]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.31,58.39,0.039,225.74
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q193,data/images/11456.jpg,Apparel,1,[35603],"[15573, 26121, 27910, 18615, 22606, 10509, 28664, 12814, 27705, 43044]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.24,59.87,0.038,220.15
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q194,data/images/34138.jpg,Accessories,1,[35890],"[6166, 23823, 23822, 39401, 18626, 27995, 33456, 27994, 19883, 2093]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.06,60.81,0.038,223.91
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q195,data/images/24375.jpg,Apparel,1,[36445],"[35473, 21273, 9316, 30457, 35472, 18544, 2014, 4228, 10505, 10804]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.28,58.42,0.039,221.73
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q196,data/images/10246.jpg,Accessories,1,[41353],"[41353, 18282, 42182, 39293, 43638, 23911, 8080, 3766, 3768, 27398]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,161.99,60.91,0.042,222.94
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q197,data/images/28082.jpg,Apparel,1,[41548],"[41548, 42107, 8005, 29879, 29894, 32788, 16129, 44055, 28749, 25775]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.43,59.87,0.042,226.34
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q198,data/images/9879.jpg,Apparel,1,[42196],"[42196, 14939, 12440, 31359, 31358, 16080, 11388, 31468, 34699, 2449]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,162.75,61.01,0.04,223.81
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q199,data/images/32589.jpg,Apparel,1,[42469],"[1472, 14257, 34285, 11659, 20870, 24307, 12482, 40858, 30603, 11581]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.58,61.9,0.039,228.52
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q200,data/images/25392.jpg,Apparel,1,[42527],"[27957, 39370, 35564, 6422, 7383, 42527, 42632, 26322, 37454, 12550]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,165.1,58.63,0.037,223.77
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q001,data/images/26957.jpg,Apparel,1,[17],"[17, 27297, 42584, 19293, 41238, 31023, 19570, 17248, 7652, 18046]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.83,59.92,4.413,228.16
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q002,data/images/29726.jpg,Accessories,5,"[82, 83, 84, 85, 86]","[26540, 43371, 5840, 24569, 8092, 82, 41641, 8527, 31920, 5843]",0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,1.0,0.1667,163.68,58.51,4.458,226.65
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q003,data/images/49660.jpg,Apparel,3,"[192, 193, 194]","[194, 16043, 11918, 32861, 21948, 7415, 36753, 6839, 22878, 2013]",1,1.0,0.2,0.1,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,163.97,58.34,4.192,226.5
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q004,data/images/58177.jpg,Accessories,1,[389],"[13439, 7242, 26073, 19723, 19726, 1760, 35138, 19727, 9241, 13440]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.69,57.92,4.425,222.04
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q005,data/images/30501.jpg,Apparel,2,"[835, 836]","[12629, 835, 29015, 35784, 26013, 15930, 34759, 30366, 29381, 40109]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.5,162.26,59.94,4.271,226.47
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q006,data/images/27210.jpg,Apparel,1,[1271],"[1271, 30831, 12474, 9734, 9733, 40293, 38210, 1553, 1552, 18643]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.06,58.14,4.083,222.27
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q007,data/images/41402.jpg,Apparel,1,[1323],"[30338, 16339, 9712, 32640, 18820, 30770, 36963, 1194, 27656, 43348]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.94,58.11,4.256,227.31
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q008,data/images/46411.jpg,Apparel,1,[1372],"[33503, 4979, 38159, 21295, 7232, 1372, 34585, 17317, 18145, 27885]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,164.89,60.09,4.318,229.3
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q009,data/images/15354.jpg,Footwear,1,[1691],"[5398, 26205, 29992, 29248, 35989, 28634, 19988, 32849, 9983, 25609]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.79,58.56,4.262,224.61
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q010,data/images/29314.jpg,Accessories,2,"[1917, 1918]","[35269, 20326, 39467, 2889, 12908, 29893, 23440, 20324, 21952, 22579]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.2,58.74,4.435,229.37
