condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q148_contrast_change,evaluation/queries/messy/messy_test_q148_contrast_change.jpg,Apparel,2,"[26277, 26278]","[3041, 35867, 43795, 41773, 3039, 34796, 36367, 30129, 3461, 13945]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,17.99,0.042,130.53
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q149_small_rotation,evaluation/queries/messy/messy_test_q149_small_rotation.jpg,Apparel,1,[26384],"[26384, 6551, 6549, 24620, 39468, 8418, 41846, 41845, 22285, 43309]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.13,18.52,0.047,144.69
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q150_mild_perspective,evaluation/queries/messy/messy_test_q150_mild_perspective.jpg,Personal Care,1,[26423],"[26423, 6564, 33366, 2240, 13921, 33276, 34607, 40074, 15400, 33652]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.01,17.58,0.044,132.64
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q151_blur,evaluation/queries/messy/messy_test_q151_blur.jpg,Apparel,3,"[26600, 26598, 26599]","[4436, 27506, 16670, 19220, 13051, 1007, 19219, 17662, 35385, 42934]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.56,16.75,0.045,127.36
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q152_background_padding,evaluation/queries/messy/messy_test_q152_background_padding.jpg,Footwear,2,"[26788, 26789]","[9654, 41646, 11397, 24470, 8369, 23866, 43260, 39133, 13710, 27390]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.1,17.59,0.062,131.76
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q153_crop,evaluation/queries/messy/messy_test_q153_crop.jpg,Accessories,1,[26972],"[39568, 24803, 43695, 41111, 26257, 5790, 10195, 10190, 450, 29129]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.96,17.82,0.042,148.82
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q154_darker_lighting,evaluation/queries/messy/messy_test_q154_darker_lighting.jpg,Personal Care,1,[27037],"[43471, 9544, 27037, 3870, 27672, 29261, 40531, 25651, 9667, 32683]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,118.52,17.37,0.044,135.93
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q155_brighter_lighting,evaluation/queries/messy/messy_test_q155_brighter_lighting.jpg,Accessories,1,[27283],"[1119, 4593, 41105, 21314, 20316, 18897, 22546, 25954, 40636, 22048]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.58,17.41,0.046,129.03
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q156_contrast_change,evaluation/queries/messy/messy_test_q156_contrast_change.jpg,Accessories,1,[27523],"[27523, 21789, 27027, 18581, 20467, 35027, 34370, 40315, 32750, 4531]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.98,17.6,0.044,130.62
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q157_small_rotation,evaluation/queries/messy/messy_test_q157_small_rotation.jpg,Accessories,1,[27621],"[13202, 5979, 2478, 9012, 15007, 10530, 2353, 19734, 2485, 22184]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.12,18.24,0.045,135.41
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q158_mild_perspective,evaluation/queries/messy/messy_test_q158_mild_perspective.jpg,Apparel,1,[28534],"[28873, 4224, 31837, 3026, 38409, 22949, 25073, 39471, 4681, 10812]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25,17.95,0.042,129.24
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q159_blur,evaluation/queries/messy/messy_test_q159_blur.jpg,Apparel,1,[28681],"[10242, 13897, 7392, 24207, 9520, 4541, 37823, 34413, 31748, 13900]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.58,17.93,0.041,133.55
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q160_background_padding,evaluation/queries/messy/messy_test_q160_background_padding.jpg,Apparel,1,[28706],"[18231, 43095, 10549, 28706, 16950, 39754, 27771, 22935, 38157, 18254]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,114.08,17.62,0.063,131.77
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q161_crop,evaluation/queries/messy/messy_test_q161_crop.jpg,Apparel,1,[28810],"[23333, 37480, 39517, 12072, 22946, 20270, 20830, 39048, 31652, 37120]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.77,17.7,0.043,135.52
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q162_darker_lighting,evaluation/queries/messy/messy_test_q162_darker_lighting.jpg,Accessories,2,"[28835, 28836]","[28141, 43889, 2841, 8635, 22752, 5571, 2799, 570, 2840, 583]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.34,17.65,0.044,132.03
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q163_brighter_lighting,evaluation/queries/messy/messy_test_q163_brighter_lighting.jpg,Apparel,2,"[28988, 28989]","[28989, 28988, 26955, 30206, 25022, 7641, 42369, 30713, 30712, 15074]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,115.88,18.14,0.043,134.07
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q164_contrast_change,evaluation/queries/messy/messy_test_q164_contrast_change.jpg,Apparel,1,[29030],"[11961, 11960, 11959, 29030, 37126, 33501, 33500, 33499, 24281, 24278]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,115.88,17.57,0.045,133.49
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q165_small_rotation,evaluation/queries/messy/messy_test_q165_small_rotation.jpg,Apparel,2,"[29100, 29101]","[8987, 34998, 40576, 14219, 14218, 14217, 31505, 29122, 12549, 24474]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.79,17.49,0.044,136.33
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q166_mild_perspective,evaluation/queries/messy/messy_test_q166_mild_perspective.jpg,Apparel,1,[29224],"[30129, 20515, 7499, 30984, 17629, 36335, 34796, 36367, 33709, 43043]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.82,17.44,0.045,129.31
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q167_blur,evaluation/queries/messy/messy_test_q167_blur.jpg,Footwear,1,[29504],"[34786, 34845, 28291, 24626, 29066, 42309, 28270, 6972, 35793, 40648]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.52,18.1,0.049,133.66
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q168_background_padding,evaluation/queries/messy/messy_test_q168_background_padding.jpg,Footwear,1,[29518],"[34669, 23699, 293, 32499, 21007, 16436, 41744, 34240, 43767, 23986]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.33,17.82,0.042,131.2
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q169_crop,evaluation/queries/messy/messy_test_q169_crop.jpg,Personal Care,1,[29655],"[41973, 17079, 38538, 32578, 39890, 29655, 38539, 28279, 9855, 29211]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,120.48,16.65,0.043,137.18
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q170_darker_lighting,evaluation/queries/messy/messy_test_q170_darker_lighting.jpg,Apparel,1,[29879],"[17673, 9331, 38143, 35513, 29879, 42107, 32788, 8761, 5997, 22279]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,112.33,16.91,0.045,129.28
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q171_brighter_lighting,evaluation/queries/messy/messy_test_q171_brighter_lighting.jpg,Accessories,1,[29914],"[5834, 29914, 18604, 36988, 18387, 16770, 18600, 18729, 16868, 37578]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,115.11,17.23,0.044,132.38
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q172_contrast_change,evaluation/queries/messy/messy_test_q172_contrast_change.jpg,Apparel,1,[29934],"[9585, 23969, 10809, 2570, 33856, 24480, 35147, 38583, 6027, 33176]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.38,17.93,0.044,162.36
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q173_small_rotation,evaluation/queries/messy/messy_test_q173_small_rotation.jpg,Apparel,1,[30094],"[30094, 37820, 30631, 28251, 31877, 7641, 5509, 5508, 33479, 3385]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119.01,17.71,0.045,136.76
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q174_mild_perspective,evaluation/queries/messy/messy_test_q174_mild_perspective.jpg,Apparel,1,[30646],"[43637, 17406, 31002, 18712, 37010, 30294, 34269, 39291, 17967, 20799]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.42,17.18,0.041,130.63
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q175_blur,evaluation/queries/messy/messy_test_q175_blur.jpg,Accessories,1,[30685],"[2438, 36299, 18525, 17171, 1432, 18321, 12051, 19100, 40442, 34769]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.37,16.77,0.046,136.19
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q176_background_padding,evaluation/queries/messy/messy_test_q176_background_padding.jpg,Accessories,1,[30747],"[4320, 35864, 12401, 21230, 4319, 11474, 24951, 30747, 37177, 38392]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.125,125.2,19.64,0.044,144.89
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q177_crop,evaluation/queries/messy/messy_test_q177_crop.jpg,Footwear,3,"[30889, 30890, 30891]","[30014, 3186, 23866, 7373, 22897, 20761, 9313, 41328, 9276, 30659]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.54,17.88,0.042,168.46
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q178_darker_lighting,evaluation/queries/messy/messy_test_q178_darker_lighting.jpg,Footwear,1,[30951],"[16455, 3218, 5818, 36785, 17948, 17890, 22926, 10333, 16273, 7329]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.19,17.78,0.046,149.01
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q179_brighter_lighting,evaluation/queries/messy/messy_test_q179_brighter_lighting.jpg,Apparel,2,"[30957, 30958]","[33856, 28356, 621, 16950, 29813, 22707, 12947, 2572, 28294, 27731]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.12,18.68,0.044,166.84
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q180_contrast_change,evaluation/queries/messy/messy_test_q180_contrast_change.jpg,Footwear,1,[31050],"[9256, 30064, 25152, 32862, 17045, 8049, 10049, 15320, 25763, 31744]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.93,16.65,0.044,136.62
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q181_small_rotation,evaluation/queries/messy/messy_test_q181_small_rotation.jpg,Apparel,1,[32121],"[32121, 30575, 35363, 12483, 41923, 15275, 17520, 38199, 40321, 12481]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.53,16.07,0.04,131.64
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q182_mild_perspective,evaluation/queries/messy/messy_test_q182_mild_perspective.jpg,Apparel,1,[32562],"[12916, 39848, 12099, 23355, 2461, 33999, 34655, 17218, 15537, 16846]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.93,17.68,0.046,133.65
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q183_blur,evaluation/queries/messy/messy_test_q183_blur.jpg,Free Items,1,[32626],"[26109, 5015, 8836, 2533, 5013, 7589, 38613, 26197, 5014, 33000]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.15,19.08,0.048,141.28
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q184_background_padding,evaluation/queries/messy/messy_test_q184_background_padding.jpg,Apparel,2,"[33172, 33173]","[36363, 40952, 7490, 25144, 10651, 29869, 18521, 38412, 30893, 29658]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.11,17.69,0.042,152.83
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q185_crop,evaluation/queries/messy/messy_test_q185_crop.jpg,Apparel,1,[33195],"[33195, 10214, 10213, 27384, 27383, 37029, 23726, 16791, 41878, 43369]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.97,17.87,0.042,133.89
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q186_darker_lighting,evaluation/queries/messy/messy_test_q186_darker_lighting.jpg,Accessories,4,"[33284, 33285, 33286, 33287]","[41035, 1949, 3074, 13146, 10881, 10572, 14202, 16381, 3061, 1310]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.17,17.97,0.041,132.18
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q187_brighter_lighting,evaluation/queries/messy/messy_test_q187_brighter_lighting.jpg,Footwear,1,[33351],"[17194, 1363, 20665, 3814, 4581, 884, 3815, 13852, 6282, 2121]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.25,17.6,0.046,134.9
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q188_contrast_change,evaluation/queries/messy/messy_test_q188_contrast_change.jpg,Apparel,1,[33731],"[15565, 17667, 17316, 12427, 16753, 13897, 39720, 15300, 24986, 20655]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.04,17.51,0.043,131.58
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q189_small_rotation,evaluation/queries/messy/messy_test_q189_small_rotation.jpg,Apparel,2,"[34197, 34198]","[9212, 24619, 4680, 30330, 14903, 13291, 37622, 4683, 10712, 38865]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.75,17.95,0.055,133.76
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q190_mild_perspective,evaluation/queries/messy/messy_test_q190_mild_perspective.jpg,Apparel,1,[34544],"[7154, 9664, 18152, 11359, 17453, 21027, 621, 5276, 12649, 2169]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.38,17.54,0.044,132.96
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q191_blur,evaluation/queries/messy/messy_test_q191_blur.jpg,Apparel,1,[34758],"[31652, 14117, 15889, 10810, 10583, 10584, 10811, 39048, 43747, 22852]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.16,17.16,0.044,137.36
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q192_background_padding,evaluation/queries/messy/messy_test_q192_background_padding.jpg,Apparel,1,[35385],"[5385, 1007, 19799, 42274, 1006, 13038, 6202, 41183, 24994, 30097]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.92,17.37,0.041,135.33
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q193_crop,evaluation/queries/messy/messy_test_q193_crop.jpg,Apparel,1,[35603],"[15573, 18546, 34269, 34084, 30629, 28248, 15237, 13828, 36303, 34097]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.81,17.87,0.048,133.73
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q194_darker_lighting,evaluation/queries/messy/messy_test_q194_darker_lighting.jpg,Accessories,1,[35890],"[27994, 6166, 12096, 12958, 27995, 25375, 28393, 33456, 30502, 16059]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.06,18.55,0.046,133.66
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q195_brighter_lighting,evaluation/queries/messy/messy_test_q195_brighter_lighting.jpg,Apparel,1,[36445],"[10804, 31270, 32173, 4211, 9593, 10587, 35547, 10811, 18544, 15851]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.74,17.7,0.043,138.48
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q196_contrast_change,evaluation/queries/messy/messy_test_q196_contrast_change.jpg,Accessories,1,[41353],"[41353, 42182, 1667, 5473, 41030, 73, 5856, 39577, 4067, 31529]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123.73,20.98,0.041,144.75
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q197_small_rotation,evaluation/queries/messy/messy_test_q197_small_rotation.jpg,Apparel,1,[41548],"[42107, 24234, 35513, 38143, 41548, 22279, 9331, 41867, 36400, 32347]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,166.29,21.16,0.043,187.5
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q198_mild_perspective,evaluation/queries/messy/messy_test_q198_mild_perspective.jpg,Apparel,1,[42196],"[42196, 41836, 41835, 31359, 31358, 29904, 14939, 12440, 16486, 31468]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.54,17.08,0.039,185.66
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q199_blur,evaluation/queries/messy/messy_test_q199_blur.jpg,Apparel,1,[42469],"[34285, 14360, 31823, 38520, 18560, 18554, 11659, 31641, 27877, 18550]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.87,16.2,0.044,152.11
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q200_background_padding,evaluation/queries/messy/messy_test_q200_background_padding.jpg,Apparel,1,[42527],"[29403, 27957, 6918, 28126, 23757, 15779, 32615, 30448, 36067, 16700]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.95,17.53,0.045,128.52
CLIP + reranking — messy test,CLIP,True,messy,crop,messy_test_q001_crop,evaluation/queries/messy/messy_test_q001_crop.jpg,Apparel,1,[17],"[31023, 22834, 19664, 31232, 29235, 24480, 18881, 14313, 7652, 17]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1,123.72,17.59,4.834,146.14
CLIP + reranking — messy test,CLIP,True,messy,darker_lighting,messy_test_q002_darker_lighting,evaluation/queries/messy/messy_test_q002_darker_lighting.jpg,Accessories,5,"[82, 83, 84, 85, 86]","[26540, 43371, 82, 42182, 83, 5841, 1504, 5840, 5842, 5843]",2,0.0,0.4,0.2,0.0,0.4,0.4,0.0,1.0,1.0,0.3333,121.4,17.54,4.332,143.28
CLIP + reranking — messy test,CLIP,True,messy,brighter_lighting,messy_test_q003_brighter_lighting,evaluation/queries/messy/messy_test_q003_brighter_lighting.jpg,Apparel,3,"[192, 193, 194]","[16825, 41064, 23219, 22707, 29784, 40546, 7616, 39234, 37961, 19181]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.45,17.71,4.775,154.93
CLIP + reranking — messy test,CLIP,True,messy,contrast_change,messy_test_q004_contrast_change,evaluation/queries/messy/messy_test_q004_contrast_change.jpg,Accessories,1,[389],"[1667, 20756, 43974, 34578, 23074, 5473, 23065, 867, 36819, 42293]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.14,19.22,4.988,167.35
CLIP + reranking — messy test,CLIP,True,messy,small_rotation,messy_test_q005_small_rotation,evaluation/queries/messy/messy_test_q005_small_rotation.jpg,Apparel,2,"[835, 836]","[31582, 17510, 39534, 15930, 40109, 12629, 20492, 8521, 835, 43615]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1111,198.85,28.73,4.407,231.99
CLIP + reranking — messy test,CLIP,True,messy,mild_perspective,messy_test_q006_mild_perspective,evaluation/queries/messy/messy_test_q006_mild_perspective.jpg,Apparel,1,[1271],"[1271, 26688, 26687, 14499, 33834, 18643, 18642, 18132, 20860, 20859]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,186.36,24.83,4.893,216.08
CLIP + reranking — messy test,CLIP,True,messy,blur,messy_test_q007_blur,evaluation/queries/messy/messy_test_q007_blur.jpg,Apparel,1,[1323],"[32640, 21027, 29185, 21066, 24619, 35737, 5328, 11356, 6031, 6030]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.8,19.4,4.772,213.97
CLIP + reranking — messy test,CLIP,True,messy,background_padding,messy_test_q008_background_padding,evaluation/queries/messy/messy_test_q008_background_padding.jpg,Apparel,1,[1372],"[12077, 40451, 35728, 18546, 12827, 31861, 37235, 9854, 4199, 37752]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.34,20.59,4.763,176.69
CLIP + reranking — messy test,CLIP,True,messy,crop,messy_test_q009_crop,evaluation/queries/messy/messy_test_q009_crop.jpg,Footwear,1,[1691],"[27011, 9539, 3327, 34669, 495, 20761, 29992, 32668, 25238, 28689]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.96,22.27,4.061,180.29
CLIP + reranking — messy test,CLIP,True,messy,darker_lighting,messy_test_q010_darker_lighting,evaluation/queries/messy/messy_test_q010_darker_lighting.jpg,Accessories,2,"[1917, 1918]","[6922, 20326, 39467, 40020, 35451, 31464, 17741, 6921, 17514, 40383]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.58,17.97,5.105,180.66
CLIP + reranking — messy test,CLIP,True,messy,brighter_lighting,messy_test_q011_brighter_lighting,evaluation/queries/messy/messy_test_q011_brighter_lighting.jpg,Apparel,1,[2151],"[19344, 20444, 27707, 21292, 31684, 11716, 7091, 15117, 11569, 4552]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.36,17.46,4.852,134.67
CLIP + reranking — messy test,CLIP,True,messy,contrast_change,messy_test_q012_contrast_change,evaluation/queries/messy/messy_test_q012_contrast_change.jpg,Footwear,1,[2163],"[2163, 37159, 29800, 35745, 42649, 40648, 9256, 31011, 22911, 34845]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113.62,16.47,4.572,134.66
CLIP + reranking — messy test,CLIP,True,messy,small_rotation,messy_test_q013_small_rotation,evaluation/queries/messy/messy_test_q013_small_rotation.jpg,Accessories,1,[2179],"[2179, 3309, 28207, 1490, 9477, 42581, 9475, 31844, 3340, 41424]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,111.97,17.25,4.858,134.08
CLIP + reranking — messy test,CLIP,True,messy,mild_perspective,messy_test_q014_mild_perspective,evaluation/queries/messy/messy_test_q014_mild_perspective.jpg,Accessories,1,[2183],"[7244, 10755, 41784, 38640, 634, 9223, 24094, 16861, 8816, 31711]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.99,20.15,4.743,185.88
CLIP + reranking — messy test,CLIP,True,messy,blur,messy_test_q015_blur,evaluation/queries/messy/messy_test_q015_blur.jpg,Apparel,1,[2753],"[43136, 1922, 1921, 41489, 31357, 7352, 1797, 35734, 34611, 28041]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.51,20.34,4.778,186.62
CLIP + reranking — messy test,CLIP,True,messy,background_padding,messy_test_q016_background_padding,evaluation/queries/messy/messy_test_q016_background_padding.jpg,Accessories,4,"[2890, 2891, 2892, 2893]","[27683, 37239, 2042, 5901, 38708, 9371, 13184, 37517, 21857, 17499]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.99,20.44,5.032,189.47
CLIP + reranking — messy test,CLIP,True,messy,crop,messy_test_q017_crop,evaluation/queries/messy/messy_test_q017_crop.jpg,Apparel,2,"[2992, 2993]","[2993, 7512, 7511, 31863, 28905, 28904, 27510, 27285, 1738, 1737]",1,1.0,0.2,0.1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,154.77,20.19,5.391,180.35
CLIP + reranking — messy test,CLIP,True,messy,darker_lighting,messy_test_q018_darker_lighting,evaluation/queries/messy/messy_test_q018_darker_lighting.jpg,Accessories,4,"[3124, 3125, 3126, 3127]","[17469, 31537, 2933, 43486, 37774, 5473, 43483, 34830, 27055, 23950]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.16,19.95,4.598,176.71
CLIP + reranking — messy test,CLIP,True,messy,brighter_lighting,messy_test_q019_brighter_lighting,evaluation/queries/messy/messy_test_q019_brighter_lighting.jpg,Apparel,6,"[3202, 3203, 3204, 3205, 3206, 3207]","[19394, 15493, 32644, 21027, 14756, 21411, 38507, 35734, 2375, 11361]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.47,20.91,4.985,203.36
CLIP + reranking — messy test,CLIP,True,messy,contrast_change,messy_test_q020_contrast_change,evaluation/queries/messy/messy_test_q020_contrast_change.jpg,Accessories,4,"[3376, 3373, 3374, 3375]","[39706, 3374, 24027, 14010, 14012, 18607, 20570, 14013, 3373, 6388]",1,0.0,0.2,0.2,0.0,0.25,0.5,0.0,1.0,1.0,0.5,149.14,17.79,4.753,171.68
CLIP + reranking — messy test,CLIP,True,messy,small_rotation,messy_test_q021_small_rotation,evaluation/queries/messy/messy_test_q021_small_rotation.jpg,Accessories,3,"[3729, 3730, 3731]","[3781, 3640, 3635, 26496, 39113, 20254, 30001, 15546, 2644, 19177]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.54,18.73,5.007,144.28
CLIP + reranking — messy test,CLIP,True,messy,mild_perspective,messy_test_q022_mild_perspective,evaluation/queries/messy/messy_test_q022_mild_perspective.jpg,Accessories,1,[4613],"[10064, 39367, 31594, 37371, 37676, 14403, 34291, 23618, 17137, 21521]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.22,19.51,4.767,143.5
